ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
2026-05-03T22:00:00.068103278Z,2026-05-03T22:00:00.000000000Z,0,1,42005163,T,N,0,7275.250000000,424,0,26229,17254,MESM6
2026-05-03T22:00:00.082193308Z,2026-05-03T22:00:00.000000000Z,0,1,42012050,T,N,0,55.300000000,1,0,14420,17257,MESM6-MESU6
2026-05-03T22:00:00.082696974Z,2026-05-03T22:00:00.000000000Z,0,1,42003239,T,N,0,7320.000000000,1,0,12488,17258,MESU6
2026-05-03T22:00:00.104303777Z,2026-05-03T22:00:00.042466659Z,0,1,42005163,T,A,0,7275.000000000,1,0,11036,17550,MESM6
2026-05-03T22:00:00.104406011Z,2026-05-03T22:00:00.042941779Z,0,1,42005163,T,B,0,7275.750000000,1,0,10730,17552,MESM6
2026-05-03T22:00:00.105177542Z,2026-05-03T22:00:00.074246875Z,0,1,42005163,T,A,0,7275.000000000,3,0,12250,17589,MESM6
2026-05-03T22:00:00.105284481Z,2026-05-03T22:00:00.074359229Z,0,1,42005163,T,A,0,7275.000000000,3,0,12450,17592,MESM6
2026-05-03T22:00:00.106479043Z,2026-05-03T22:00:00.091203307Z,0,1,42005163,T,B,0,7275.750000000,5,0,12827,17628,MESM6
2026-05-03T22:00:00.106479043Z,2026-05-03T22:00:00.091203307Z,0,1,42005163,T,B,0,7276.000000000,22,0,12827,17628,MESM6
2026-05-03T22:00:00.112627751Z,2026-05-03T22:00:00.102465749Z,0,1,42005163,T,B,0,7276.750000000,7,0,13910,17686,MESM6
2026-05-03T22:00:00.112627751Z,2026-05-03T22:00:00.102465749Z,0,1,42005163,T,B,0,7277.000000000,3,0,13910,17686,MESM6
2026-05-03T22:00:00.112676729Z,2026-05-03T22:00:00.102465749Z,0,1,42005163,T,B,0,7277.000000000,1,0,10830,17687,MESM6
2026-05-03T22:00:00.112705124Z,2026-05-03T22:00:00.102465749Z,0,1,42005163,T,B,0,7277.000000000,1,0,10750,17688,MESM6
2026-05-03T22:00:00.112738089Z,2026-05-03T22:00:00.102465749Z,0,1,42005163,T,B,0,7277.000000000,1,0,12462,17689,MESM6
2026-05-03T22:00:00.118882613Z,2026-05-03T22:00:00.104723941Z,0,1,42005163,T,A,0,7276.000000000,1,0,12403,17722,MESM6
2026-05-03T22:00:00.138541217Z,2026-05-03T22:00:00.114653805Z,0,1,42005163,T,B,0,7276.500000000,1,0,12568,17822,MESM6
2026-05-03T22:00:00.138541217Z,2026-05-03T22:00:00.114653805Z,0,1,42005163,T,B,0,7276.750000000,6,0,12568,17822,MESM6
2026-05-03T22:00:00.138541217Z,2026-05-03T22:00:00.114653805Z,0,1,42005163,T,B,0,7277.000000000,3,0,12568,17822,MESM6
2026-05-03T22:00:00.139399719Z,2026-05-03T22:00:00.114668493Z,0,1,42005163,T,B,0,7277.000000000,6,0,12474,17824,MESM6
2026-05-03T22:00:00.139399719Z,2026-05-03T22:00:00.114668493Z,0,1,42005163,T,B,0,7277.250000000,13,0,12474,17824,MESM6
2026-05-03T22:00:00.149102604Z,2026-05-03T22:00:00.117703701Z,0,1,42005163,T,A,0,7276.250000000,2,0,12191,17860,MESM6
2026-05-03T22:00:00.156627825Z,2026-05-03T22:00:00.119684325Z,0,1,42005163,T,B,0,7276.250000000,5,0,12462,17939,MESM6
2026-05-03T22:00:00.157183213Z,2026-05-03T22:00:00.119700125Z,0,1,42005163,T,B,0,7276.500000000,1,0,12536,17941,MESM6
2026-05-03T22:00:00.158360267Z,2026-05-03T22:00:00.119793299Z,0,1,42005163,T,B,0,7276.500000000,8,0,16918,17945,MESM6
2026-05-03T22:00:00.159477647Z,2026-05-03T22:00:00.119906305Z,0,1,42005163,T,B,0,7276.750000000,1,0,12888,17949,MESM6
2026-05-03T22:00:00.160328854Z,2026-05-03T22:00:00.120001129Z,0,1,42005163,T,B,0,7276.750000000,1,0,13523,17951,MESM6
2026-05-03T22:00:00.160328854Z,2026-05-03T22:00:00.120001129Z,0,1,42005163,T,B,0,7277.000000000,1,0,13523,17951,MESM6
2026-05-03T22:00:00.160840757Z,2026-05-03T22:00:00.120110757Z,0,1,42005163,T,B,0,7277.000000000,1,0,13278,17953,MESM6
2026-05-03T22:00:00.166557336Z,2026-05-03T22:00:00.124152001Z,0,1,42005163,T,A,0,7276.000000000,1,0,12962,17977,MESM6
2026-05-03T22:00:00.166557336Z,2026-05-03T22:00:00.124152001Z,0,1,42005163,T,A,0,7275.750000000,1,0,12962,17977,MESM6
2026-05-03T22:00:00.169097037Z,2026-05-03T22:00:00.127514519Z,0,1,42005163,T,A,0,7275.750000000,1,0,13180,17987,MESM6
2026-05-03T22:00:00.170537365Z,2026-05-03T22:00:00.132733671Z,0,1,42005163,T,B,0,7277.000000000,2,0,12239,18003,MESM6
2026-05-03T22:00:00.171070924Z,2026-05-03T22:00:00.133745849Z,0,1,42005163,T,B,0,7276.750000000,2,0,13868,18005,MESM6
2026-05-03T22:00:00.172600009Z,2026-05-03T22:00:00.135153781Z,0,1,42005163,T,A,0,7275.750000000,1,0,12857,18018,MESM6
2026-05-03T22:00:00.174054929Z,2026-05-03T22:00:00.138980609Z,0,1,42005163,T,B,0,7277.250000000,1,0,13097,18044,MESM6
2026-05-03T22:00:00.174505414Z,2026-05-03T22:00:00.139384963Z,0,1,42005163,T,B,0,7277.250000000,1,0,12583,18046,MESM6
2026-05-03T22:00:00.175461313Z,2026-05-03T22:00:00.139425743Z,0,1,42005163,T,A,0,7276.500000000,4,0,13445,18048,MESM6
2026-05-03T22:00:00.175461313Z,2026-05-03T22:00:00.139425743Z,0,1,42005163,T,A,0,7276.250000000,1,0,13445,18048,MESM6
2026-05-03T22:00:00.176704179Z,2026-05-03T22:00:00.142709121Z,0,1,42005163,T,B,0,7277.250000000,1,0,28623,18055,MESM6
2026-05-03T22:00:00.178552025Z,2026-05-03T22:00:00.144835983Z,0,1,42005163,T,B,0,7277.250000000,5,0,13185,18082,MESM6
2026-05-03T22:00:00.180261774Z,2026-05-03T22:00:00.149194783Z,0,1,42005163,T,A,0,7276.250000000,2,0,12755,18126,MESM6
2026-05-03T22:00:00.181896875Z,2026-05-03T22:00:00.150448235Z,0,1,42005163,T,B,0,7277.500000000,1,0,12962,18153,MESM6
2026-05-03T22:00:00.182283908Z,2026-05-03T22:00:00.150612197Z,0,1,42005163,T,B,0,7277.500000000,1,0,13558,18155,MESM6
2026-05-03T22:00:00.186968348Z,2026-05-03T22:00:00.155338949Z,0,1,42005163,T,B,0,7277.500000000,3,0,13181,18194,MESM6
2026-05-03T22:00:00.186968348Z,2026-05-03T22:00:00.155338949Z,0,1,42005163,T,B,0,7277.750000000,4,0,13181,18194,MESM6
2026-05-03T22:00:00.188719393Z,2026-05-03T22:00:00.156601963Z,0,1,42005163,T,A,0,7276.250000000,1,0,12737,18201,MESM6
2026-05-03T22:00:00.191532526Z,2026-05-03T22:00:00.159011015Z,0,1,42005163,T,B,0,7277.750000000,1,0,13043,18216,MESM6
2026-05-03T22:00:00.191980977Z,2026-05-03T22:00:00.159108507Z,0,1,42005163,T,A,0,7276.000000000,2,0,12897,18218,MESM6
2026-05-03T22:00:00.192912782Z,2026-05-03T22:00:00.159660367Z,0,1,42005163,T,B,0,7277.750000000,1,0,13173,18222,MESM6
2026-05-03T22:00:00.193868661Z,2026-05-03T22:00:00.159884113Z,0,1,42005163,T,B,0,7277.750000000,4,0,13585,18226,MESM6
2026-05-03T22:00:00.193868661Z,2026-05-03T22:00:00.159884113Z,0,1,42005163,T,B,0,7278.000000000,6,0,13585,18226,MESM6
2026-05-03T22:00:00.194285606Z,2026-05-03T22:00:00.160168683Z,0,1,42005163,T,B,0,7278.000000000,1,0,12296,18228,MESM6
2026-05-03T22:00:00.194868411Z,2026-05-03T22:00:00.160329995Z,0,1,42005163,T,A,0,7275.750000000,1,0,12698,18230,MESM6
2026-05-03T22:00:00.194868411Z,2026-05-03T22:00:00.160329995Z,0,1,42005163,T,A,0,7275.500000000,1,0,12698,18230,MESM6
2026-05-03T22:00:00.195216123Z,2026-05-03T22:00:00.160518069Z,0,1,42005163,T,B,0,7278.000000000,3,0,12338,18232,MESM6
2026-05-03T22:00:00.195577448Z,2026-05-03T22:00:00.160674273Z,0,1,42005163,T,B,0,7278.000000000,3,0,13114,18234,MESM6
2026-05-03T22:00:00.197511728Z,2026-05-03T22:00:00.161714061Z,0,1,42005163,T,B,0,7278.000000000,1,0,13338,18239,MESM6
2026-05-03T22:00:00.197511728Z,2026-05-03T22:00:00.161714061Z,0,1,42005163,T,B,0,7278.250000000,2,0,13338,18239,MESM6
2026-05-03T22:00:00.198127767Z,2026-05-03T22:00:00.161872357Z,0,1,42005163,T,B,0,7278.250000000,2,0,12273,18243,MESM6
2026-05-03T22:00:00.201640280Z,2026-05-03T22:00:00.162355293Z,0,1,42005163,T,B,0,7278.250000000,15,0,13096,18249,MESM6
2026-05-03T22:00:00.201640280Z,2026-05-03T22:00:00.162355293Z,0,1,42005163,T,B,0,7278.500000000,3,0,13096,18249,MESM6
2026-05-03T22:00:00.202258604Z,2026-05-03T22:00:00.162837517Z,0,1,42005163,T,B,0,7278.500000000,5,0,12410,18253,MESM6
2026-05-03T22:00:00.202593069Z,2026-05-03T22:00:00.162846041Z,0,1,42005163,T,B,0,7278.500000000,2,0,11592,18255,MESM6
2026-05-03T22:00:00.215190187Z,2026-05-03T22:00:00.166808033Z,0,1,42005163,T,A,0,7276.250000000,1,0,12673,18286,MESM6
2026-05-03T22:00:00.216870750Z,2026-05-03T22:00:00.166855455Z,0,1,42005163,T,A,0,7275.500000000,1,0,11659,18292,MESM6
2026-05-03T22:00:00.217241561Z,2026-05-03T22:00:00.167025655Z,0,1,42005163,T,A,0,7275.500000000,2,0,19452,18294,MESM6
2026-05-03T22:00:00.217582939Z,2026-05-03T22:00:00.167038077Z,0,1,42005163,T,B,0,7276.750000000,1,0,13209,18296,MESM6
2026-05-03T22:00:00.218387108Z,2026-05-03T22:00:00.168570419Z,0,1,42005163,T,A,0,7275.500000000,2,0,12515,18309,MESM6
2026-05-03T22:00:00.218814670Z,2026-05-03T22:00:00.168704369Z,0,1,42005163,T,B,0,7276.750000000,1,0,13787,18311,MESM6
2026-05-03T22:00:00.220194828Z,2026-05-03T22:00:00.170077327Z,0,1,42005163,T,B,0,7276.250000000,3,0,13045,18318,MESM6
2026-05-03T22:00:00.220194828Z,2026-05-03T22:00:00.170077327Z,0,1,42005163,T,B,0,7276.750000000,1,0,13045,18318,MESM6
2026-05-03T22:00:00.228500257Z,2026-05-03T22:00:00.187134085Z,0,1,42005163,T,B,0,7276.500000000,1,0,12905,18414,MESM6
2026-05-03T22:00:00.229777335Z,2026-05-03T22:00:00.190006025Z,0,1,42005163,T,B,0,7276.500000000,1,0,12589,18457,MESM6
2026-05-03T22:00:00.230845377Z,2026-05-03T22:00:00.192606491Z,0,1,42005163,T,B,0,7276.500000000,1,0,12304,18467,MESM6
2026-05-03T22:00:00.232892662Z,2026-05-03T22:00:00.196977001Z,0,1,42005163,T,B,0,7276.750000000,1,0,12726,18497,MESM6
2026-05-03T22:00:00.233581849Z,2026-05-03T22:00:00.197897043Z,0,1,42005163,T,A,0,7276.500000000,3,0,12940,18499,MESM6
2026-05-03T22:00:00.233581849Z,2026-05-03T22:00:00.197897043Z,0,1,42005163,T,A,0,7276.250000000,3,0,12940,18499,MESM6
2026-05-03T22:00:00.238249797Z,2026-05-03T22:00:00.203447091Z,0,1,42005163,T,B,0,7276.500000000,2,0,16127,18511,MESM6
2026-05-03T22:00:00.238249797Z,2026-05-03T22:00:00.203447091Z,0,1,42005163,T,B,0,7276.750000000,1,0,16127,18511,MESM6
2026-05-03T22:00:00.239745878Z,2026-05-03T22:00:00.204332635Z,0,1,42005163,T,B,0,7277.000000000,1,0,14227,18518,MESM6
2026-05-03T22:00:00.242384378Z,2026-05-03T22:00:00.205890413Z,0,1,42005163,T,A,0,7276.000000000,1,0,12872,18522,MESM6
2026-05-03T22:00:00.243268492Z,2026-05-03T22:00:00.206646687Z,0,1,42005163,T,B,0,7277.000000000,2,0,15615,18525,MESM6
2026-05-03T22:00:00.243268492Z,2026-05-03T22:00:00.206646687Z,0,1,42005163,T,B,0,7277.250000000,2,0,15615,18525,MESM6
2026-05-03T22:00:00.246183419Z,2026-05-03T22:00:00.212371141Z,0,1,42005163,T,B,0,7277.250000000,1,0,14595,18530,MESM6
2026-05-03T22:00:00.246810362Z,2026-05-03T22:00:00.214481549Z,0,1,42005163,T,B,0,7276.500000000,1,0,14415,18532,MESM6
2026-05-03T22:00:00.247590244Z,2026-05-03T22:00:00.215484109Z,0,1,42005163,T,A,0,7276.000000000,2,0,14789,18534,MESM6
2026-05-03T22:00:00.247590244Z,2026-05-03T22:00:00.215484109Z,0,1,42005163,T,A,0,7275.750000000,3,0,14789,18534,MESM6
2026-05-03T22:00:00.250695395Z,2026-05-03T22:00:00.223485751Z,0,1,42005163,T,A,0,7275.500000000,2,0,14533,18550,MESM6
2026-05-03T22:00:00.252503230Z,2026-05-03T22:00:00.226303089Z,0,1,42005163,T,B,0,7276.500000000,2,0,13631,18563,MESM6
2026-05-03T22:00:00.252503230Z,2026-05-03T22:00:00.226303089Z,0,1,42005163,T,B,0,7276.750000000,1,0,13631,18563,MESM6
2026-05-03T22:00:00.288207723Z,2026-05-03T22:00:00.247846403Z,0,1,42005163,T,A,0,7275.750000000,4,0,13845,18608,MESM6
2026-05-03T22:00:00.288207723Z,2026-05-03T22:00:00.247846403Z,0,1,42005163,T,A,0,7275.500000000,1,0,13845,18608,MESM6
2026-05-03T22:00:00.288207723Z,2026-05-03T22:00:00.247846403Z,0,1,42005163,T,A,0,7275.000000000,5,0,13845,18608,MESM6
2026-05-03T22:00:00.291238863Z,2026-05-03T22:00:00.251221517Z,0,1,42005163,T,B,0,7276.000000000,2,0,12920,18616,MESM6
2026-05-03T22:00:00.291306327Z,2026-05-03T22:00:00.251237915Z,0,1,42005163,T,B,0,7276.000000000,1,0,12291,18617,MESM6
2026-05-03T22:00:00.291870433Z,2026-05-03T22:00:00.251369485Z,0,1,42005163,T,A,0,7275.000000000,1,0,12506,18618,MESM6
2026-05-03T22:00:00.291870433Z,2026-05-03T22:00:00.251369485Z,0,1,42005163,T,A,0,7274.750000000,1,0,12506,18618,MESM6
2026-05-03T22:00:00.294001732Z,2026-05-03T22:00:00.273464199Z,0,1,42005163,T,B,0,7276.250000000,2,0,12526,18650,MESM6
2026-05-03T22:00:00.295338847Z,2026-05-03T22:00:00.279250263Z,0,1,42005163,T,B,0,7276.250000000,1,0,13291,18656,MESM6
2026-05-03T22:00:00.295338847Z,2026-05-03T22:00:00.279250263Z,0,1,42005163,T,B,0,7276.500000000,2,0,13291,18656,MESM6
2026-05-03T22:00:00.295526326Z,2026-05-03T22:00:00.279262243Z,0,1,42005163,T,B,0,7276.500000000,1,0,13337,18658,MESM6
2026-05-03T22:00:00.296175693Z,2026-05-03T22:00:00.280647191Z,0,1,42005163,T,B,0,7276.500000000,1,0,12177,18662,MESM6
2026-05-03T22:00:00.296938508Z,2026-05-03T22:00:00.281066577Z,0,1,42005163,T,B,0,7276.750000000,2,0,12966,18666,MESM6
2026-05-03T22:00:00.296938508Z,2026-05-03T22:00:00.281066577Z,0,1,42005163,T,B,0,7277.250000000,1,0,12966,18666,MESM6
2026-05-03T22:00:00.297487407Z,2026-05-03T22:00:00.283053899Z,0,1,42005163,T,B,0,7277.250000000,1,0,12449,18674,MESM6
2026-05-03T22:00:00.299914910Z,2026-05-03T22:00:00.288577167Z,0,1,42005163,T,B,0,7276.500000000,1,0,12621,18712,MESM6
2026-05-03T22:00:00.301448775Z,2026-05-03T22:00:00.290332855Z,0,1,42005163,T,A,0,7275.250000000,6,0,12887,18729,MESM6
2026-05-03T22:00:00.302305510Z,2026-05-03T22:00:00.291672815Z,0,1,42005163,T,A,0,7274.750000000,1,0,11812,18736,MESM6
2026-05-03T22:00:00.314753337Z,2026-05-03T22:00:00.310089089Z,0,1,42005163,T,A,0,7275.500000000,4,0,12610,18883,MESM6
2026-05-03T22:00:00.317718833Z,2026-05-03T22:00:00.314176451Z,0,1,42005163,T,B,0,7276.000000000,1,0,12264,18952,MESM6
2026-05-03T22:00:00.320429981Z,2026-05-03T22:00:00.316941241Z,0,1,42005163,T,A,0,7275.000000000,1,0,12889,18983,MESM6
2026-05-03T22:00:00.320429981Z,2026-05-03T22:00:00.316941241Z,0,1,42005163,T,A,0,7274.750000000,2,0,12889,18983,MESM6
2026-05-03T22:00:00.326008922Z,2026-05-03T22:00:00.323365639Z,0,1,42005163,T,B,0,7275.750000000,1,0,12630,19058,MESM6
2026-05-03T22:00:00.330156175Z,2026-05-03T22:00:00.328807809Z,0,1,42005163,T,B,0,7275.750000000,1,0,12446,19201,MESM6
2026-05-03T22:00:00.330508017Z,2026-05-03T22:00:00.328808211Z,0,1,42005163,T,A,0,7275.750000000,1,0,12751,19203,MESM6
2026-05-03T22:00:00.331026542Z,2026-05-03T22:00:00.328866653Z,0,1,42005163,T,A,0,7275.750000000,1,0,12912,19205,MESM6
2026-05-03T22:00:00.337721079Z,2026-05-03T22:00:00.336233823Z,0,1,42005163,T,A,0,7275.250000000,2,0,12834,19351,MESM6
2026-05-03T22:00:00.340251719Z,2026-05-03T22:00:00.338166429Z,0,1,42005163,T,A,0,7274.750000000,1,0,12766,19390,MESM6
2026-05-03T22:00:00.343291516Z,2026-05-03T22:00:00.339945457Z,0,1,42005163,T,B,0,7275.500000000,1,0,13396,19408,MESM6
2026-05-03T22:00:00.346738734Z,2026-05-03T22:00:00.345729929Z,0,1,42005163,T,A,0,7275.250000000,1,0,13157,19497,MESM6
2026-05-03T22:00:00.363597223Z,2026-05-03T22:00:00.362671823Z,0,1,42005163,T,B,0,7275.750000000,1,0,12949,19749,MESM6
2026-05-03T22:00:00.365095916Z,2026-05-03T22:00:00.364411361Z,0,1,42005163,T,B,0,7275.750000000,1,0,12448,19761,MESM6
2026-05-03T22:00:00.380318764Z,2026-05-03T22:00:00.379183063Z,0,1,42005163,T,B,0,7276.000000000,5,0,12570,19781,MESM6
2026-05-03T22:00:00.380978998Z,2026-05-03T22:00:00.380012753Z,0,1,42005163,T,B,0,7276.000000000,1,0,12539,19785,MESM6
2026-05-03T22:00:00.385649730Z,2026-05-03T22:00:00.384979859Z,0,1,42005163,T,B,0,7276.250000000,2,0,12403,19886,MESM6
2026-05-03T22:00:00.389405766Z,2026-05-03T22:00:00.388592543Z,0,1,42005163,T,B,0,7276.250000000,1,0,12681,19940,MESM6
2026-05-03T22:00:00.389405766Z,2026-05-03T22:00:00.388592543Z,0,1,42005163,T,B,0,7276.500000000,2,0,12681,19940,MESM6
2026-05-03T22:00:00.390460462Z,2026-05-03T22:00:00.389859415Z,0,1,42005163,T,A,0,7275.750000000,1,0,12962,19959,MESM6
2026-05-03T22:00:00.392342195Z,2026-05-03T22:00:00.391572229Z,0,1,42005163,T,B,0,7275.750000000,1,0,12471,19969,MESM6
2026-05-03T22:00:00.397123033Z,2026-05-03T22:00:00.396546571Z,0,1,42005163,T,A,0,7275.500000000,1,0,12800,19988,MESM6
2026-05-03T22:00:00.400575167Z,2026-05-03T22:00:00.399706653Z,0,1,42005163,T,A,0,7275.250000000,2,0,13008,20001,MESM6
2026-05-03T22:00:00.400575167Z,2026-05-03T22:00:00.399706653Z,0,1,42005163,T,A,0,7275.000000000,1,0,13008,20001,MESM6
2026-05-03T22:00:00.429363491Z,2026-05-03T22:00:00.428547485Z,0,1,42005163,T,B,0,7275.500000000,1,0,12570,20118,MESM6
2026-05-03T22:00:00.487222400Z,2026-05-03T22:00:00.486606101Z,0,1,42005163,T,B,0,7275.750000000,1,0,13115,20565,MESM6
2026-05-03T22:00:00.488042678Z,2026-05-03T22:00:00.487553579Z,0,1,42005163,T,A,0,7275.500000000,1,0,12799,20577,MESM6
2026-05-03T22:00:00.489156124Z,2026-05-03T22:00:00.488659351Z,0,1,42005163,T,B,0,7275.500000000,1,0,12579,20584,MESM6
2026-05-03T22:00:00.494603707Z,2026-05-03T22:00:00.493944413Z,0,1,42005163,T,B,0,7275.750000000,3,0,12370,20654,MESM6
2026-05-03T22:00:00.496606315Z,2026-05-03T22:00:00.495704245Z,0,1,42005163,T,B,0,7275.750000000,1,0,13016,20686,MESM6
2026-05-03T22:00:00.496606315Z,2026-05-03T22:00:00.495704245Z,0,1,42005163,T,B,0,7276.000000000,4,0,13016,20686,MESM6
2026-05-03T22:00:00.496606315Z,2026-05-03T22:00:00.495704245Z,0,1,42005163,T,B,0,7276.250000000,1,0,13016,20686,MESM6
2026-05-03T22:00:00.520060830Z,2026-05-03T22:00:00.518936565Z,0,1,42005163,T,A,0,7275.250000000,2,0,12669,20740,MESM6
2026-05-03T22:00:00.520060830Z,2026-05-03T22:00:00.518936565Z,0,1,42005163,T,A,0,7275.000000000,2,0,12669,20740,MESM6
2026-05-03T22:00:00.520060830Z,2026-05-03T22:00:00.518936565Z,0,1,42005163,T,A,0,7274.750000000,1,0,12669,20740,MESM6
2026-05-03T22:00:00.521225902Z,2026-05-03T22:00:00.520655405Z,0,1,42005163,T,B,0,7275.250000000,1,0,12805,20758,MESM6
2026-05-03T22:00:00.521825084Z,2026-05-03T22:00:00.521335841Z,0,1,42005163,T,B,0,7275.750000000,1,0,12494,20762,MESM6
2026-05-03T22:00:00.532315225Z,2026-05-03T22:00:00.531709809Z,0,1,42005163,T,B,0,7275.250000000,1,0,11800,20899,MESM6
2026-05-03T22:00:00.542813084Z,2026-05-03T22:00:00.542022031Z,0,1,42005163,T,B,0,7275.250000000,2,0,12575,20985,MESM6
2026-05-03T22:00:00.549966478Z,2026-05-03T22:00:00.549189933Z,0,1,42005163,T,B,0,7275.750000000,1,0,12641,21076,MESM6
2026-05-03T22:00:00.645123417Z,2026-05-03T22:00:00.644348907Z,0,1,42005163,T,A,0,7275.000000000,1,0,12812,22603,MESM6
2026-05-03T22:00:00.649469073Z,2026-05-03T22:00:00.648706419Z,0,1,42005163,T,A,0,7274.750000000,1,0,12425,22754,MESM6
2026-05-03T22:00:00.663073360Z,2026-05-03T22:00:00.662233575Z,0,1,42005163,T,B,0,7275.250000000,1,0,12486,23029,MESM6
2026-05-03T22:00:00.668635492Z,2026-05-03T22:00:00.666291619Z,0,1,42005163,T,B,0,7275.000000000,1,0,12578,23150,MESM6
2026-05-03T22:00:00.686016557Z,2026-05-03T22:00:00.684747425Z,0,1,42005163,T,B,0,7275.500000000,2,0,12622,23351,MESM6
2026-05-03T22:00:00.686935363Z,2026-05-03T22:00:00.686258091Z,0,1,42005163,T,A,0,7275.250000000,1,0,12164,23362,MESM6
2026-05-03T22:00:00.687136204Z,2026-05-03T22:00:00.686264657Z,0,1,42005163,T,A,0,7275.250000000,1,0,12185,23364,MESM6
2026-05-03T22:00:00.699561740Z,2026-05-03T22:00:00.698855241Z,0,1,42005163,T,A,0,7275.000000000,2,0,12373,23747,MESM6
2026-05-03T22:00:00.708823492Z,2026-05-03T22:00:00.707263943Z,0,1,42005163,T,B,0,7275.000000000,3,0,12569,24139,MESM6
2026-05-03T22:00:00.708823492Z,2026-05-03T22:00:00.707263943Z,0,1,42005163,T,B,0,7275.250000000,2,0,12569,24139,MESM6
2026-05-03T22:00:00.708823492Z,2026-05-03T22:00:00.707263943Z,0,1,42005163,T,B,0,7276.000000000,1,0,12569,24139,MESM6
2026-05-03T22:00:00.715854283Z,2026-05-03T22:00:00.714930447Z,0,1,42005163,T,B,0,7275.500000000,1,0,12131,24473,MESM6
2026-05-03T22:00:00.729460979Z,2026-05-03T22:00:00.728784797Z,0,1,42005163,T,B,0,7275.250000000,2,0,12492,25078,MESM6
2026-05-03T22:00:00.757750459Z,2026-05-03T22:00:00.757054009Z,0,1,42005163,T,A,0,7275.000000000,2,0,12317,25878,MESM6
2026-05-03T22:00:00.777380439Z,2026-05-03T22:00:00.776220413Z,0,1,42005163,T,B,0,7275.250000000,2,0,13034,26251,MESM6
2026-05-03T22:00:00.777380439Z,2026-05-03T22:00:00.776220413Z,0,1,42005163,T,B,0,7275.500000000,2,0,13034,26251,MESM6
2026-05-03T22:00:00.777380439Z,2026-05-03T22:00:00.776220413Z,0,1,42005163,T,B,0,7276.250000000,3,0,13034,26251,MESM6
2026-05-03T22:00:00.803729961Z,2026-05-03T22:00:00.802719409Z,0,1,42005163,T,B,0,7275.250000000,2,0,13910,26614,MESM6
2026-05-03T22:00:00.803729961Z,2026-05-03T22:00:00.802719409Z,0,1,42005163,T,B,0,7275.500000000,2,0,13910,26614,MESM6
2026-05-03T22:00:00.803729961Z,2026-05-03T22:00:00.802719409Z,0,1,42005163,T,B,0,7276.250000000,3,0,13910,26614,MESM6
2026-05-03T22:00:00.804608636Z,2026-05-03T22:00:00.803986551Z,0,1,42005163,T,B,0,7276.000000000,2,0,12146,26630,MESM6
2026-05-03T22:00:00.805592009Z,2026-05-03T22:00:00.805031963Z,0,1,42005163,T,A,0,7275.000000000,1,0,12222,26650,MESM6
2026-05-03T22:00:00.815256806Z,2026-05-03T22:00:00.814452655Z,0,1,42005163,T,B,0,7275.250000000,1,0,12424,26916,MESM6
2026-05-03T22:00:00.838706408Z,2026-05-03T22:00:00.838178143Z,0,1,42005163,T,B,0,7275.250000000,1,0,12528,27220,MESM6
2026-05-03T22:00:00.849818272Z,2026-05-03T22:00:00.849008895Z,0,1,42005163,T,B,0,7275.250000000,2,0,12179,27288,MESM6
2026-05-03T22:00:00.890611830Z,2026-05-03T22:00:00.890081765Z,0,1,42005163,T,B,0,7275.000000000,1,0,12161,27846,MESM6
2026-05-03T22:00:00.916807121Z,2026-05-03T22:00:00.916011967Z,0,1,42005163,T,A,0,7274.500000000,3,0,12237,28160,MESM6
2026-05-03T22:00:00.923957521Z,2026-05-03T22:00:00.923149133Z,0,1,42005163,T,A,0,7274.250000000,1,0,12261,28374,MESM6
2026-05-03T22:00:00.938147771Z,2026-05-03T22:00:00.937627471Z,0,1,42005163,T,B,0,7274.500000000,1,0,12362,28542,MESM6
2026-05-03T22:00:00.938761812Z,2026-05-03T22:00:00.938327569Z,0,1,42005163,T,A,0,7274.250000000,1,0,12346,28547,MESM6
2026-05-03T22:00:01.002018027Z,2026-05-03T22:00:01.000216911Z,0,1,42005163,T,A,0,7274.000000000,1,0,14425,29375,MESM6
2026-05-03T22:00:01.004701030Z,2026-05-03T22:00:01.002029655Z,0,1,42005163,T,A,0,7273.750000000,6,0,11316,29420,MESM6
2026-05-03T22:00:01.004717635Z,2026-05-03T22:00:01.002029655Z,0,1,42005163,T,A,0,7273.500000000,1,0,13007,29421,MESM6
2026-05-03T22:00:01.007729729Z,2026-05-03T22:00:01.006357967Z,0,1,42005163,T,A,0,7273.250000000,1,0,12258,29525,MESM6
2026-05-03T22:00:01.009036932Z,2026-05-03T22:00:01.007932411Z,0,1,42005163,T,A,0,7273.000000000,2,0,12721,29564,MESM6
2026-05-03T22:00:01.010446599Z,2026-05-03T22:00:01.009186113Z,0,1,42005163,T,A,0,7272.750000000,2,0,12375,29589,MESM6
2026-05-03T22:00:01.012500776Z,2026-05-03T22:00:01.011898185Z,0,1,42005163,T,B,0,7272.500000000,1,0,12656,29699,MESM6
2026-05-03T22:00:01.012692095Z,2026-05-03T22:00:01.011929059Z,0,1,42005163,T,A,0,7272.250000000,1,0,11667,29701,MESM6
2026-05-03T22:00:01.024880676Z,2026-05-03T22:00:01.024215411Z,0,1,42005163,T,B,0,7272.750000000,1,0,12323,29884,MESM6
2026-05-03T22:00:01.046579828Z,2026-05-03T22:00:01.045878875Z,0,1,42005163,T,B,0,7273.000000000,1,0,12251,30406,MESM6
